,암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수,좌표(X),좌표(Y)
9100,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQyIyQxIyQwMCQyNjE4MzIjNjEjJDEjJDgjJDgz,다온소아청소년과의원,31,의원,110000,서울,110002,강동구,,5211,"서울특별시 강동구 아리수로 427, 504호 (강일동)",02-426-8270,,20130607,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1746155,37.5649683
9154,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ5MiQ0NjE0ODEjODEjJDEjJDYjJDgz,다정산부인과의원,31,의원,110000,서울,110007,동대문구,,2644,"서울특별시 동대문구 장한로 10, 3층 (장안동)",02-2247-2967,,19921228,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0655112,37.5623559
9178,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQ4MiQ0NjE0ODEjODEjJDEjJDIjJDgz,다통한여의도의원,31,의원,110000,서울,110013,영등포구,,7327,"서울특별시 영등포구 의사당대로 97, 2,4층 (여의도동, 교보증권빌딩)",02-6365-1234,,20160707,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.9245977,37.5225179
9182,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQwMyQzNjE0ODEjNDEjJDEjJDQjJDgz,다편한정형외과의원,31,의원,110000,서울,110001,강남구,,6226,"서울특별시 강남구 언주로 329, 3층 (역삼동)",02-6959-9887,,20140422,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.044894,37.497226
9202,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ5MiQzNjEyMjIjNDEjJDEjJDgjJDgz,닥터김의원,31,의원,110000,서울,110022,노원구,중계동,1786,"서울특별시 노원구 노원로 331, 203호 (중계동, 목련아파트 단지내상가)",02-978-5519,,20041202,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0690269,37.6462647
9238,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ5MiQzNjEwMDIjNDEjJDEjJDQjJDgz,닥터맘소아청소년과의원,31,의원,110000,서울,110024,강북구,미아동,1196,"서울특별시 강북구 삼양로27길 35-21, (미아동)",02-982-8678,,20100104,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.0189425,37.6179843
9254,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzExIyQyIyQ3IyQwMCQyNjE4MzIjNDEjJDEjJDgjJDgz,닥터봄의원,31,의원,110000,서울,110021,서초구,,6614,"서울특별시 서초구 강남대로65길 1, 8층 (서초동, 효봉빌딩)",02-594-0259,,20170703,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.0259253,37.5005084
9278,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ4OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,닥터스마일의원,31,의원,110000,서울,110023,광진구,,4908,"서울특별시 광진구 능동로51길 44, (중곡동)",02-467-3650,,19990510,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.0818195,37.5665913
9325,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,닥터엠의원,31,의원,110000,서울,110004,관악구,,8767,"서울특별시 관악구 난곡로 327-1, 2~4층 (신림동)",02-830-2020,,20190930,1,1,0,0,0,0,0,0,0,0,0,0,0,0,126.9139652,37.4833043
9341,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQ4MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,닥터유(U)와함께의원,31,의원,110000,서울,110021,서초구,잠원동,6524,"서울특별시 서초구 강남대로 621, 4층 (잠원동, K타워)",02-540-7787,,20080307,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0187945,37.5171234
9345,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNzEjJDEjJDgjJDgz,닥터유이비인후과의원,31,의원,110000,서울,110014,용산구,이촌동,4427,"서울특별시 용산구 이촌로 200, (이촌동)",02-6271-2525,,20150625,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9693258,37.520982
9350,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQxMyQ0NjE0ODEjODEjJDEjJDYjJDgz,닥터윤이비인후과의원,31,의원,110000,서울,110009,마포구,,3993,"서울특별시 마포구 동교로 207, 3층 (동교동)",02-335-3365,,20160309,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9232293,37.5585877
9393,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ3OSQzNjEwMDIjODEjJDEjJDYjJDgz,닥터킴이비인후과의원,31,의원,110000,서울,110013,영등포구,여의도동,7328,"서울특별시 영등포구 여의나루로 42, 407호 (여의도동, 여의도종합상가)",02-780-7582,,20010609,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.9249738,37.5214704
9409,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQ0NjEwMDIjNjEjJDEjJDAjJDgz,닥터홍가정의학과의원,31,의원,110000,서울,110011,성동구,옥수동,4735,"서울특별시 성동구 한림말1길 16, 2층 (옥수동)",02-333-8842,,19990316,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.016486,37.5425761
9416,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,닥터훈소아청소년과의원,31,의원,110000,서울,110009,마포구,,4014,"서울특별시 마포구 월드컵로13길 79, 104호 (망원동, 해오름주상복합)",02-324-1119,,20130226,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9059413,37.5549104
9440,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ3MiQzNjE4MzIjNDEjJDEjJDgjJDgz,달팽이이비인후과의원,31,의원,110000,서울,110020,양천구,,8082,"서울특별시 양천구 중앙로 262, 메디바이오플렉스 502,503호 (신정동)",02-2062-4298,,20180111,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.853417,37.5198526
9453,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ5OSQyNjEyMjIjNjEjJDEjJDgjJDgz,답십리연세정형외과의원,31,의원,110000,서울,110007,동대문구,,2621,"서울특별시 동대문구 전농로 24, 계림빌딩 3층 (답십리동)",02-2215-6753,,20080403,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0569165,37.5670155
9458,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzUxIyQyIyQxIyQwMCQyNjEwMDIjNjEjJDEjJDQjJDgz,당산상쾌한이비인후과의원,31,의원,110000,서울,110013,영등포구,당산동5가,7213,"서울특별시 영등포구 당산로 223, 5층 (당산동5가, 태영스타밸류빌딩)",02-2632-9988,,20130809,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9011686,37.5337276
9460,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ4OSQyNjEwMDIjNjEjJDEjJDQjJDgz,당산정형외과의원,31,의원,110000,서울,110013,영등포구,,7223,"서울특별시 영등포구 양평로 20, 3층 (당산동6가)",02-2631-2727,,20130524,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9041261,37.533112
9559,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzMxIyQyIyQzIyQwMCQyNjEyMjIjNDEjJDEjJDQjJDgz,대방연세재활의학과의원,31,의원,110000,서울,110008,동작구,,6943,"서울특별시 동작구 여의대방로 250, 4-9호 (대방동, 대림아파트(상가동))",02-825-6675,,20040317,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.924863,37.5087132
9584,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ4MiQyNjE4MzIjNjEjJDEjJDQjJDgz,대암의원,31,의원,110000,서울,110001,강남구,,6109,"서울특별시 강남구 논현로 610, 6층 (논현동)",02-548-0100,,20060316,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0339253,37.5083078
9602,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQwMyQ0NjEwMDIjNjEjJDEjJDQjJDgz,대우명소아과의원,31,의원,110000,서울,110013,영등포구,영등포동,7365,"서울특별시 영등포구 도신로29길 28, 2층 (영등포동)",02-844-0690,,20020610,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9035001,37.5117857
9644,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ2MiQ0NjE0ODEjNTEjJDEjJDIjJDgz,대치더블유내과의원,31,의원,110000,서울,110001,강남구,대치동,6279,"서울특별시 강남구 도곡로 438, 6층 (대치동, 삼아빌딩 )",02-539-9939,,20110218,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0584307,37.4978331
9647,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ5OSQyNjEyMjIjNjEjJDEjJDgjJDgz,대치삼성정형외과의원,31,의원,110000,서울,110001,강남구,,6289,"서울특별시 강남구 남부순환로 2912, 2층 202호 (대치동)",02-555-8067,,20151015,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0561424,37.49071
9654,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQwMyQ0NjE0ODEjNjEjJDEjJDAjJDgz,대치엘비뇨기과의원,31,의원,110000,서울,110001,강남구,대치동,6280,"서울특별시 강남구 남부순환로 2941, 4층 (대치동)",02-508-6576,,20020326,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0619463,37.4942695
9665,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQzIyQ5OSQzNjE4MzIjNDEjJDEjJDgjJDgz,대학로서울안과의원,31,의원,110000,서울,110016,종로구,혜화동,3084,"서울특별시 종로구 대학로 146, 5층 (혜화동)",02-747-7055,,20000630,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0020351,37.5842573
9666,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ4OSQyNjE4MzIjNzEjJDEjJDgjJDgz,대학로서울정형외과의원,31,의원,110000,서울,110016,종로구,명륜2가,3077,"서울특별시 종로구 창경궁로 264, 2층 (명륜2가)",02-747-7557,,20120625,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0007735,37.5845294
9723,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzExIyQxIyQzIyQ2MiQzNjEwMDIjNTEjJDEjJDIjJDgz,더건강내과의원,31,의원,110000,서울,110009,마포구,,4012,"서울특별시 마포구 월드컵로13길 34, 3층 (망원동, 두드림빌딩)",02-338-8275,,20150515,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9082679,37.5556355
9792,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,더드림산부인과의원,31,의원,110000,서울,110017,중구,신당동,4585,"서울특별시 중구 다산로36길 11, 3,4,5층 (신당동)",02-2238-2211,,20130110,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.0162008,37.5628577
9793,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQyIyQ1IyQwMCQzNjE4MzIjNjEjJDEjJDQjJDgz,더드림소아청소년과의원,31,의원,110000,서울,110017,중구,,4585,"서울특별시 중구 다산로36길 11, 1층 (신당동, 동산빌딩)",070-4817-3346,,20140730,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0162008,37.5628577
9817,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQzIyQxMyQ0NjEwMDIjNjEjJDEjJDQjJDgz,더마주피부과의원,31,의원,110000,서울,110001,강남구,삼성동,6087,"서울특별시 강남구 영동대로 607, (삼성동, 랜드마크빌딩 7층)",02-549-9277,,20150211,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0594994,37.5145599
9819,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ4MiQyNjEwMDIjNjEjJDEjJDQjJDgz,더맑은가정의학과의원,31,의원,110000,서울,110017,중구,,4548,"서울특별시 중구 을지로 158, 삼풍상가 (을지로4가)",2285-5595,,20100827,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.9956095,37.5658674
9850,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzExIyQyIyQ3IyQwMCQzNjE0ODEjNjEjJDEjJDAjJDgz,더바른내과의원,31,의원,110000,서울,110015,은평구,,3397,"서울특별시 은평구 통일로 715, 4층 일부호 (대조동)",02-352-0788,,20190909,5,0,0,0,5,0,0,0,0,0,0,0,0,0,126.9303002,37.6094203
9853,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzUxIyQyIyQ1IyQwMCQ0NjE0ODEjNzEjJDEjJDgjJDgz,더바른마취통증의학과의원,31,의원,110000,서울,110015,은평구,,3478,"서울특별시 은평구 응암로4길 25-1, 7,8층 (응암동, 거성빌딩)",02-373-7583,,20170220,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9170055,37.5871377
9859,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQzNjEyMjIjNjEjJDEjJDAjJDgz,더바른의원,31,의원,110000,서울,110021,서초구,,6544,"서울특별시 서초구 잠원로 24, 반포자이플라자 5층 505호 (반포동)",02-595-7582,,20220801,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.0098751,37.5071118
9890,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQyIyQ3IyQwMCQyNjEwMDIjNDEjJDEjJDQjJDgz,더불어내과의원,31,의원,110000,서울,110023,광진구,,4910,"서울특별시 광진구 긴고랑로 41, 2층 (중곡동)",02-469-7577,,20170831,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0809342,37.5630168
9900,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ4MiQzNjEyMjIjNDEjJDEjJDgjJDgz,더블유산부인과의원,31,의원,110000,서울,110018,송파구,,5501,"서울특별시 송파구 올림픽로 119, 2층 B1,B2호 (잠실동, 잠실파인애플상가)",02-421-0430,,20090413,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0842018,37.5120894
9918,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQwMyQyNjE0ODEjODEjJDEjJDYjJDgz,더블유항외과의원,31,의원,110000,서울,110001,강남구,,6161,"서울특별시 강남구 선릉로 522, 현대시트빌딩 3층 (삼성동)",02-553-7175,,20080130,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.0484635,37.5062176
9920,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQwMyQyNjEyMjIjNDEjJDEjJDQjJDgz,더블유항외과의원,31,의원,110000,서울,110020,양천구,신정동,7938,"서울특별시 양천구 신정중앙로 103, 9층 (신정동, 담우빌딩)",02-2692-7175,,20090205,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.8633813,37.5265063
9921,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQxMyQyNjE0ODEjNjEjJDEjJDAjJDgz,더블유항외과의원,31,의원,110000,서울,110014,용산구,,4321,"서울특별시 용산구 한강대로77길 12, 국제전산빌딩 3층 (갈월동)",717-7175,,20080502,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.971893,37.5422116
9939,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQxMyQzNjE0ODEjNTEjJDEjJDIjJDgz,더서울피부과의원,31,의원,110000,서울,110001,강남구,,6025,"서울특별시 강남구 논현로 838, 5층 일부층 (신사동)",02-514-8575,,20180427,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0286669,37.5233551
9972,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ4MiQyNjE0ODEjNzEjJDEjJDgjJDgz,더영의원,31,의원,110000,서울,110016,종로구,,3190,"서울특별시 종로구 종로 78, 502호 (종로2가, 미려빌딩)",02-722-1854,,20120416,1,1,0,0,0,0,0,0,0,0,0,0,0,0,126.9860582,37.569884
10030,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ3MiQ0NjE0ODEjNzEjJDEjJDgjJDgz,더조은안과의원,31,의원,110000,서울,110024,강북구,번동,1062,"서울특별시 강북구 도봉로 334, 6층 (번동, 영광빌딩)",02-903-3377,,20151116,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0255515,37.6375526
10050,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjE4MzIjNTEjJDEjJDYjJDgz,더케어마취통증의학과의원,31,의원,110000,서울,110001,강남구,,6150,"서울특별시 강남구 선릉로 513, APEXTOWER 2층 (역삼동)",02-564-8275,,20210902,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0483291,37.5052789
10063,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzExIyQxIyQzIyQ4MiQzNjEwMDIjODEjJDEjJDIjJDgz,더타임의원,31,의원,110000,서울,110001,강남구,,6088,"서울특별시 강남구 학동로56길 26, 6층 (삼성동)",02-542-0018,,20201019,2,1,0,0,1,0,0,0,0,0,0,0,0,0,127.0426935,37.5154887
10067,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQ1IyQxMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,더탑재활의학과의원,31,의원,110000,서울,110001,강남구,,6303,"서울특별시 강남구 논현로 98, 문화빌딩 3층 (개포동)",02-6952-3355,,20200402,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.0448081,37.4786142
10071,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQyIyQzIyQwMCQzNjE0ODEjNTEjJDEjJDYjJDgz,더튼튼소아청소년과의원,31,의원,110000,서울,110009,마포구,,4168,"서울특별시 마포구 마포대로 68, 404, 408-1호 (도화동, 마포아크로타워)",02-704-7575,,20080912,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.94898,37.5413405
10092,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQwMyQyNjEwMDIjNjEjJDEjJDgjJDgz,더편한마취통증의학과의원,31,의원,110000,서울,110003,강서구,,7803,"서울특별시 강서구 강서로 385, 5층 (마곡동, 우성에스비타워)",02-2696-0090,,20170328,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.838266,37.5601067
10130,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjEwMDIjNDEjJDEjJDgjJDgz,더한별이비인후과의원,31,의원,110000,서울,110018,송파구,,5697,"서울특별시 송파구 송파대로 365, 2층,3층 (석촌동)",02-415-3650,,20180118,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.111097,37.5004361
10139,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQwMyQ0NjE0ODEjODEjJDEjJDIjJDgz,더화이트의원,31,의원,110000,서울,110003,강서구,,7694,"서울특별시 강서구 강서로 242, 306호 (화곡동, 강서힐스테이트)",02-2065-2301,,20110506,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.8367634,37.5473848
10152,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ2MiQzNjEwMDIjNjEjJDEjJDQjJDgz,덕산속조은내과의원,31,의원,110000,서울,110005,구로구,,8271,"서울특별시 구로구 경인로 176, 4층 401호 (오류동, 시티월드)",02-2685-9500,,20040220,6,0,0,0,6,0,0,0,0,0,0,0,0,0,126.8410607,37.4943847
10171,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjEwMDIjNTEjJDEjJDIjJDgz,덕인내과의원,31,의원,110000,서울,110005,구로구,,8325,"서울특별시 구로구 구일로4길 46, 205호 (구로동, 현대연예인아파트)",02-858-1139,,19890712,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.877219,37.4927124
10175,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ3MiQyNjEwMDIjODEjJDEjJDIjJDgz,덕제내과의원,31,의원,110000,서울,110019,중랑구,,2032,"서울특별시 중랑구 공릉로 59, 2층 (묵동)",02-972-7878,,19850109,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0791194,37.6160215
10209,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzUxIyQyIyQ1IyQwMCQyNjE4MzIjNDEjJDEjJDgjJDgz,도곡양재차앤박피부과의원,31,의원,110000,서울,110001,강남구,,6266,"서울특별시 강남구 강남대로 248, 목원빌딩 3층 (도곡동)",3463-1140,,20150227,3,0,0,0,3,0,0,0,0,0,0,0,0,0,127.0339328,37.4857219
10217,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQ2MiQyNjEyMjIjNjEjJDEjJDQjJDgz,도담가정의학과의원,31,의원,110000,서울,110011,성동구,용답동,4805,"서울특별시 성동구 용답중앙15길 12-1, 2층 (용답동)",912-0616,,19970310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0538665,37.5644592
10254,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQ3MiQzNjE4MzIjNDEjJDEjJDgjJDgz,도병욱가정의학과의원,31,의원,110000,서울,110006,도봉구,,1342,"서울특별시 도봉구 도당로 94, (방학동)",02-3493-0373,,19960305,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.037391,37.6656388
10256,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ5MiQyNjE0ODEjODEjJDEjJDIjJDgz,도봉제일의원,31,의원,110000,서울,110006,도봉구,,1351,"서울특별시 도봉구 도당로 133, 2층 (방학동, 송산빌딩)",02-954-8070,,20011015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.0411142,37.6674597
10288,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ5OSQzNjEyMjIjNjEjJDEjJDQjJDgz,독립문연세내과의원,31,의원,110000,서울,110010,서대문구,영천동,3734,"서울특별시 서대문구 통일로 189-1, 2층 (영천동)",02-737-1789,,20130311,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9618596,37.5703388
10297,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ4OSQ0NjEwMDIjNzEjJDEjJDgjJDgz,독일하트의원,31,의원,110000,서울,110009,마포구,,4168,"서울특별시 마포구 마포대로 92, 효성해링턴 스퀘어 B동 3층 1호 (도화동)",02-334-1008,,20190826,5,1,0,0,4,0,0,0,0,0,0,0,0,0,126.9521969,37.5425431
10301,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQzIyQ4MiQyNjEyMjIjNDEjJDEjJDQjJDgz,돈암고운세상피부과의원,31,의원,110000,서울,110012,성북구,,2830,"서울특별시 성북구 동소문로 97, 4층 (동소문동6가)",926-1007,,19980511,3,0,0,0,3,0,0,0,0,0,0,0,0,0,127.0160255,37.592798
10335,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ3OSQzNjE4MzIjNTEjJDEjJDIjJDgz,동동가정의학과의원,31,의원,110000,서울,110006,도봉구,,1384,"서울특별시 도봉구 방학로 167, 4층 (방학동)",02-956-0415,,20080617,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0335988,37.6621629
10349,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQwMyQzNjE4MzIjNTEjJDEjJDYjJDgz,동묘더튼튼의원,31,의원,110000,서울,110016,종로구,,3104,"서울특별시 종로구 종로 335, 원풍빌딩 2층 201호, 3층 302호 (창신동)",02-3675-8275,,20210127,4,0,0,0,4,0,0,0,0,0,0,0,0,0,127.0148389,37.573106
10350,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQzNjEyMjIjNDEjJDEjJDgjJDgz,동묘뜰 정신건강의학과의원,31,의원,110000,서울,110016,종로구,,3114,"서울특별시 종로구 종로 344, 301호 (숭인동, 종로대우디오빌)",02-2135-3542,,20221013,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0161059,37.5727249
10373,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ4MiQzNjEwMDIjNjEjJDEjJDgjJDgz,동부중앙의원,31,의원,110000,서울,110019,중랑구,,2006,"서울특별시 중랑구 동일로 909, 동부중앙의원 (묵동)",02-973-5888,,20000602,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0772649,37.6115075
10439,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQ3OSQyNjEyMjIjNDEjJDEjJDQjJDgz,동서통합의원,31,의원,110000,서울,110024,강북구,수유동,1053,"서울특별시 강북구 한천로 1058, 2층 (수유동)",02-907-0114,,20020422,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.0252911,37.6413899
10450,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ2MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,동신비뇨기과의원,31,의원,110000,서울,110019,중랑구,,2120,"서울특별시 중랑구 망우로30길 3, 안산빌딩 301,302,303호 (상봉동)",02-6378-0708,,20210204,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.074771,37.5930848
